target,transformed_text
1,ur currently 500 pounds maximize ur send cash 86688 cc 08708800282 ur current 500 pound maxim ur send cash 86688 cc 08708800282
0,actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday actor work work even sleep late sinc unemploy moment alway sleep late unemploy everi day saturday
0,hello got st long way cold keep posted hello got st long way cold keep post
0,ha ha cool cool chikku chikku ha ha cool cool chikku chikku
0,oh ok prob oh ok prob
0,check audrey status right check audrey statu right
0,busy trying finish new year looking forward finally meeting busi tri finish new year look forward final meet
0,good afternoon sunshine dawns day refreshed happy alive breathe air smile think love always good afternoon sunshin dawn day refresh happi aliv breath air smile think love alway
0,well know z take care worries well know z take care worri
1,xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 xma offer latest motorola sonyericsson nokia free bluetooth doubl min 1000 txt orang call mobileupd8 08000839402
1,discount code rp176781 stop messages reply stop customer services 08717205546 discount code rp176781 stop messag repli stop custom servic 08717205546
0,wat uniform get wat uniform get
0,cool text ready cool text readi
0,hello boytoy geeee miss already woke wish bed cuddling love hello boytoy geeee miss alreadi woke wish bed cuddl love
0,spoil bed well spoil bed well
0,going bath msg next lt gt min go bath msg next lt gt min
0,cant keep talking people sure pay agree price pls tell want really buy much willing pay cant keep talk peopl sure pay agre price pl tell want realli buy much will pay
1,thanks ringtone order reference t91 charged gbp 4 per week unsubscribe anytime calling customer services 09057039994 thank rington order refer t91 charg gbp 4 per week unsubscrib anytim call custom servic 09057039994
0,say happen say happen
0,could seen recognise face could seen recognis face
0,well lot things happening lindsay new years sighs bars ptbo blue heron something going well lot thing happen lindsay new year sigh bar ptbo blue heron someth go
0,keep payasam rinu brings keep payasam rinu bring
0,taught ranjith sir called sms like becaus hes verifying project prabu told today pa dont mistake taught ranjith sir call sm like becau he verifi project prabu told today pa dont mistak
0,guess worried must know way body repairs quite sure worry take slow first tests guide ovulation relax nothing said reason worry keep followin guess worri must know way bodi repair quit sure worri take slow first test guid ovul relax noth said reason worri keep followin
0,yeah sure give couple minutes track wallet yeah sure give coupl minut track wallet
0,hey leave big deal take care hey leav big deal take care
0,hey late ah meet hey late ah meet
1,double mins txts 4 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 doubl min txt 4 6month free bluetooth orang avail soni nokia motorola phone call mobileupd8 08000839402
0,took mr owl 3 licks took mr owl 3 lick
0,customer place call custom place call
0,mm time dont like fun mm time dont like fun
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt 4mth half price orang line rental latest camera phone 4 free phone 11mth call mobilesdirect free 08000938767 updat or2stoptxt
0,yup lunch buffet u eat already yup lunch buffet u eat alreadi
0,huh late fr dinner huh late fr dinner
0,hey sat going intro pilates kickboxing hey sat go intro pilat kickbox
0,morning ok morn ok
0,yes think office lap room think thats last days didnt shut ye think offic lap room think that last day didnt shut
0,pick bout time going pick bout time go
0,performance award calculated every two current one month period perform award calcul everi two current one month period
0,actually sleeping still might u call back text gr8 rock sis send u text wen wake actual sleep still might u call back text gr8 rock si send u text wen wake
0,always putting business put pictures ass facebook one open people ever met would think picture room would hurt make feel violated alway put busi put pictur ass facebook one open peopl ever met would think pictur room would hurt make feel violat
0,good evening sir al salam happy grace god got offer tayseer tissco allah meet visitor india good even sir al salam happi grace god got offer tayseer tissco allah meet visitor india
0,hmmm k want change field quickly da wan na get system administrator network administrator hmmm k want chang field quickli da wan na get system administr network administr
1,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tones txt stop free rington text first 87131 poli text get 87131 true tone help 0845 2814032 16 1st free tone txt stop
0,dear chechi talk dear chechi talk
0,hair cream shipped hair cream ship
0,none happening til get though none happen til get though
0,yep great loxahatchee xmas tree burning lt gt starts hour yep great loxahatche xma tree burn lt gt start hour
0,haha get used driving usf man know lot stoners haha get use drive usf man know lot stoner
0,well slightly disastrous class pm fav darlings hope day coffee wld good ca stay late tomorrow time place always well slightli disastr class pm fav darl hope day coffe wld good ca stay late tomorrow time place alway
0,hello good week fancy drink something later hello good week fanci drink someth later
0,headin towards busetop headin toward busetop
0,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via messag text miss sender name miss number miss sent date miss miss u lot that everyth miss sent via
0,come room point iron plan weekend come room point iron plan weekend
0,cos want thing co want thing
0,okies go yan jiu skip ard oso go cine den go mrt one blah blah blah oki go yan jiu skip ard oso go cine den go mrt one blah blah blah
0,bring home wendy bring home wendi
1,100 dating service cal l 09064012103 box334sk38ch 100 date servic cal l 09064012103 box334sk38ch
0,whatsup dont u want sleep whatsup dont u want sleep
0,alright new goal alright new goal
1,free entry weekly competition text word win 80086 18 c free entri weekli competit text word win 80086 18 c
0,alright head minutes text meet alright head minut text meet
1,send logo 2 ur lover 2 names joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ads 150p send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
0,yes last week taking live call ye last week take live call
1,someone contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p someon contact date servic enter phone fanci find call landlin 09111032124 pobox12n146tf150p
0,siva hostel aha siva hostel aha
1,urgent mobile number awarded prize guaranteed call 09058094455 land line claim valid 12hrs urgent mobil number award prize guarante call 09058094455 land line claim valid 12hr
0,send ur friends receive something ur voice speaking expression attitude lt gt lt gt reply send ur friend receiv someth ur voic speak express attitud lt gt lt gt repli
0,guess guess
0,aathi dear aathi dear
0,pain urination thing else pain urin thing els
0,7 esplanade mind giving lift cos got car today 7 esplanad mind give lift co got car today
0,wnt buy bmw car urgently vry hv shortage lt gt source arng dis amt lt gt lacs thats prob wnt buy bmw car urgent vri hv shortag lt gt sourc arng di amt lt gt lac that prob
0,home watching tv lor home watch tv lor
0,usually take fifteen fucking minutes respond yes question usual take fifteen fuck minut respond ye question
1,congrats nokia 3650 video camera phone call 09066382422 calls cost 150ppm ave call 3mins vary mobiles close 300603 post bcm4284 ldn wc1n3xx congrat nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3min vari mobil close 300603 post bcm4284 ldn wc1n3xx
